"","chromosome","window","bayesfactor"
"1",17,1,-3.29272257580908
"2",17,2,52.1167847135505
"3",17,3,36.8122408634824
"4",17,4,87.6195739323861
"5",17,5,69.1761231058141
"6",17,6,1.68134637855314
"7",17,7,15.7175234961144
"8",17,8,82.056927811076
"9",17,9,17.8518305801861
"10",17,10,67.7264991975842
"11",17,11,65.2320400210558
"12",17,12,2.04234023274682
"13",17,13,35.4246773538154
"14",17,14,-3.38829025470517
"15",17,15,-2.83982100232089
"16",17,16,70.6683068912631
"17",17,17,-3.39894678377675
"18",17,18,82.0590377071607
"19",17,19,-6.86844089264395
"20",17,20,-4.60840902052769
"21",17,21,4.26556929169021
"22",17,22,65.0486533502529
"23",17,23,-1.67280471420906
"24",17,24,98.8558470252115
"25",17,25,-1.47665089121688
"26",17,26,-2.25311480615687
"27",17,27,-3.92795211544075
"28",17,28,6.69944281591353
"29",17,29,77.2576855555089
"30",17,30,-7.8812479038786
"31",17,31,65.2058367313052
"32",17,32,104.562958854807
"33",17,33,26.1851611833455
"34",17,34,0.46770940627664
"35",17,35,88.8463559930524
"36",17,36,-2.19890988421895
"37",17,37,26.5910049404804
"38",17,38,110.362930430256
"39",17,39,-4.20988503478543
"40",17,40,1.4412130516011
"41",17,41,21.9794284845971
"42",17,42,103.831210405915
"43",17,43,63.4153012625838
"44",17,44,-0.411379399385623
"45",17,45,28.2365584325349
"46",17,46,24.788328049719
"47",17,47,-0.878371527654167
"48",17,48,57.2003999544447
"49",17,49,32.5899960886291
"50",17,50,-0.233531789935171
"51",17,51,-5.14418800325171
"52",17,52,-1.43545001985188
"53",17,53,-3.89720542540954
"54",17,54,88.8646877229182
"55",17,55,-2.93211150135278
"56",17,56,-7.68516762434552
"57",17,57,65.6995177347254
"58",17,58,58.2966400643266
"59",17,59,-10.5191630164742
"60",17,60,93.2505547056038
"61",17,61,-4.21907279486919
"62",17,62,1.40915909914179
"63",17,63,57.8077895615342
"64",17,64,0.251216306946503
"65",17,65,21.485792431896
"66",17,66,35.7560756915794
"67",17,67,150.800963536337
"68",17,68,-1.58768933485396
"69",17,69,109.228291513961
"70",17,70,42.6849701848029
"71",17,71,80.1053812221951
"72",17,72,-1.0843813149238
"73",17,73,-0.972922718205552
"74",17,74,33.192014021493
"75",17,75,95.9052406439746
"76",17,76,40.2251971138381
"77",17,77,53.5680992888563
"78",17,78,-2.77164754017997
"79",17,79,26.412987567888
"80",17,80,126.703811950781
"81",17,81,8.31680873422766
"82",17,82,37.4956295849994
"83",17,83,29.3750695966304
"84",17,84,-2.47679552636168
"85",17,85,55.8179789852741
"86",17,86,168.921724373065
"87",17,87,-4.04193732891042
"88",17,88,-1.35405513323082
"89",17,89,123.693380058482
"90",17,90,42.0947492308736
"91",17,91,-3.37769279603611
"92",17,92,163.09430455493
"93",17,93,-6.21288267282421
"94",17,94,-3.26841518206209
"95",17,95,-4.42191526076891
"96",17,96,28.5625295264495
"97",17,97,-4.83614847782667
"98",17,98,-1.90602279047175
"99",17,99,-3.41801547980373
"100",17,100,-4.3610812764249
"101",17,101,13.8041610522012
"102",17,102,102.070176265179
"103",17,103,-4.44821824893228
"104",17,104,-6.43164118640755
"105",17,105,119.659591226632
"106",17,106,-2.00581347841995
"107",17,107,64.4569959617283
"108",17,108,39.2373286507284
"109",17,109,71.5867572029203
"110",17,110,50.5748207709884
"111",17,111,27.3375332984463
"112",17,112,12.2757366717719
"113",17,113,23.3907860595574
"114",17,114,27.9514414561193
"115",17,115,113.898936117343
"116",17,116,32.2887301632036
"117",17,117,37.1120889419587
"118",17,118,-4.40936996080325
"119",17,119,53.5275789915231
"120",17,120,81.7395073386978
"121",17,121,83.213570120645
"122",17,122,60.0555716910013
"123",17,123,-2.64991883751247
"124",17,124,98.8271678267665
"125",17,125,117.895026166028
"126",17,126,21.2223288701135
"127",17,127,-0.215838686916641
"128",17,128,70.8988877706713
"129",17,129,70.9358118487775
"130",17,130,84.6832417370211
"131",17,131,49.9847206592398
"132",17,132,40.5276139623414
"133",17,133,40.7830882991257
"134",17,134,-10.3896895086052
"135",17,135,26.6692284936361
"136",17,136,54.959078779124
"137",17,137,-2.97982871685684
"138",17,138,4.22261479268673
"139",17,139,77.8194337572365
"140",17,140,-3.70187103013529
"141",17,141,-8.93029387002389
"142",17,142,-4.81580223932747
"143",17,143,0.37884497185172
"144",17,144,8.21285143174345
"145",17,145,46.9458663614969
"146",17,146,19.7439568222582
"147",17,147,-10.8392812459462
"148",17,148,17.1981266811528
"149",17,149,3.92316142584514
"150",17,150,-7.43932733508285
"151",17,151,27.2324074719413
"152",17,152,75.1189278204778
"153",17,153,20.6620600399779
"154",17,154,87.6036844612142
"155",17,155,20.9140906547566
"156",17,156,104.872001217664
"157",17,157,27.2502063308619
"158",17,158,35.0863154880502
"159",17,159,-5.18675825054629
"160",17,160,58.3696057477273
"161",17,161,38.4758224617169
"162",17,162,41.9497936451561
"163",17,163,131.776814317957
"164",17,164,133.293899625568
"165",17,165,0.229752470000335
"166",17,166,102.697813826941
"167",17,167,-4.99637810423661
"168",17,168,70.5555650257171
"169",17,169,-1.43754738877266
"170",17,170,75.9631084965099
"171",17,171,-5.36849840413726
"172",17,172,-3.4727806260168
"173",17,173,109.165073326959
"174",17,174,40.6095484034678
"175",17,175,-5.58913161548264
"176",17,176,19.5971265386061
"177",17,177,10.0256551593804
"178",17,178,20.835211135429
"179",17,179,66.228889339526
"180",17,180,-3.18716424789142
"181",17,181,43.9118035763748
"182",17,182,-8.71175191804377
"183",17,183,13.7700258980269
"184",17,184,-2.86815971969816
"185",17,185,70.8286010822152
"186",17,186,28.9658873195082
"187",17,187,101.039373309428
"188",17,188,97.0811725891823
"189",17,189,62.4202644020509
"190",17,190,128.671952342879
"191",17,191,-6.22681948797646
"192",17,192,3.04041869470069
"193",17,193,111.625024159543
"194",17,194,-5.97824622510416
"195",17,195,-1.04866330485152
"196",17,196,-1.35006828804751
"197",17,197,-4.25514932521151
"198",17,198,-2.32502486022747
"199",17,199,87.2321849663051
"200",17,200,112.415336008225
"201",17,201,-0.404679406883645
"202",17,202,11.234340748067
"203",17,203,99.6511120504672
"204",17,204,46.5911322931773
"205",17,205,29.790693923485
"206",17,206,62.8179422973219
"207",17,207,52.2940905561505
"208",17,208,66.5755272008292
"209",17,209,27.2729069683215
"210",17,210,-3.15173467001915
"211",17,211,-9.03679580267493
"212",17,212,0.650308767411502
"213",17,213,10.2583865449176
"214",17,214,56.9732579910356
"215",17,215,-0.465918266357335
"216",17,216,33.8272538073035
"217",17,217,2.20085747521461
