"","chromosome","window","bayesfactor"
"1",4,1,-5.75174417622708
"2",4,2,10.4182981795211
"3",4,3,48.4537664119935
"4",4,4,-0.668081508375565
"5",4,5,93.7177281643004
"6",4,6,123.567862493934
"7",4,7,63.7944144091082
"8",4,8,72.3720999064588
"9",4,9,17.8475531282334
"10",4,10,47.2540452777314
"11",4,11,-4.09915200760338
"12",4,12,41.7168530748301
"13",4,13,32.7727641281136
"14",4,14,94.4945831482395
"15",4,15,1.4417599674203
"16",4,16,-3.6948224249698
"17",4,17,0.330221793137582
"18",4,18,82.1043671272954
"19",4,19,75.5620074559389
"20",4,20,151.996752350596
"21",4,21,68.9608268606536
"22",4,22,-1.5960202437202
"23",4,23,30.5323784735235
"24",4,24,82.0143077733261
"25",4,25,71.2731151446974
"26",4,26,-2.34500605662475
"27",4,27,46.7741765091309
"28",4,28,13.838727949177
"29",4,29,28.8774400691336
"30",4,30,7.52483825159743
"31",4,31,70.1162876064285
"32",4,32,-3.41682217449687
"33",4,33,-2.5494393883784
"34",4,34,15.0080814658679
"35",4,35,-3.30801132549027
"36",4,36,-1.67052146333276
"37",4,37,89.1797319828893
"38",4,38,3.62020766137005
"39",4,39,-3.6038234897577
"40",4,40,61.4018822799856
"41",4,41,-4.08811171393592
"42",4,42,123.07075569328
"43",4,43,16.0544818233029
"44",4,44,-0.821812304899254
"45",4,45,-0.37867432008602
"46",4,46,-1.74320680420942
"47",4,47,95.850891220993
"48",4,48,-2.08770616918622
"49",4,49,68.601750480337
"50",4,50,-4.20092636309056
"51",4,51,23.892408676739
"52",4,52,-0.0142833503813904
"53",4,53,52.1674435027516
"54",4,54,71.9291790178859
"55",4,55,-5.21808546681018
"56",4,56,-3.10506266691721
"57",4,57,0.197665916678432
"58",4,58,-0.140095472498103
"59",4,59,-3.01323838574302
"60",4,60,56.2385370610969
"61",4,61,46.639204562015
"62",4,62,25.4367585091098
"63",4,63,44.7569722079079
"64",4,64,-6.6455187956293
"65",4,65,101.491296320152
"66",4,66,-5.49184643391709
"67",4,67,-1.4751502714264
"68",4,68,58.2699776984493
"69",4,69,-0.839288104616287
"70",4,70,4.32913786511659
"71",4,71,-0.64413049028235
"72",4,72,15.2248012312349
"73",4,73,-3.7151671921261
"74",4,74,2.48599000868126
"75",4,75,17.059580242916
"76",4,76,107.646583049613
"77",4,77,151.995313387277
"78",4,78,152.246959764699
"79",4,79,-4.24981435143621
"80",4,80,149.645627512565
"81",4,81,-2.13939111866785
"82",4,82,57.3135022065541
"83",4,83,27.1540148728709
"84",4,84,-2.76846958229714
"85",4,85,-8.33673015064971
"86",4,86,1.16065337052106
"87",4,87,71.9830092243465
"88",4,88,14.1787388636095
"89",4,89,-3.08233772892851
"90",4,90,-6.90832465187475
"91",4,91,-4.44893623927692
"92",4,92,44.6177974915335
"93",4,93,-5.37523408266441
"94",4,94,59.2361083113267
"95",4,95,-4.07314818167913
"96",4,96,-2.45982215902262
"97",4,97,33.9424945251227
"98",4,98,-2.74499387586843
"99",4,99,-6.52974227489574
"100",4,100,-0.0641037128116295
"101",4,101,-1.70358902708057
"102",4,102,133.059511404122
"103",4,103,63.1139131825889
"104",4,104,7.60403262637658
"105",4,105,55.5047005267692
"106",4,106,73.4157183299488
"107",4,107,39.2398374222552
"108",4,108,-1.26437436425863
"109",4,109,60.0562753774611
"110",4,110,8.60862306814062
"111",4,111,-4.70631555320472
"112",4,112,19.7493138420217
"113",4,113,162.208829675543
"114",4,114,-5.08212150328865
"115",4,115,37.2052724821509
"116",4,116,14.5037272581507
"117",4,117,-0.336605782910794
"118",4,118,96.9648754209281
"119",4,119,41.7893737515564
"120",4,120,69.3733862112103
"121",4,121,-12.6359700735377
"122",4,122,-9.82399395990706
"123",4,123,69.2239964613506
"124",4,124,-4.24219865850665
"125",4,125,42.0893963955684
"126",4,126,-0.336124770445338
"127",4,127,-1.49200858126966
"128",4,128,-4.20107187402971
"129",4,129,40.8683454542444
"130",4,130,-6.03083017214522
"131",4,131,-1.89137539101216
"132",4,132,34.8603369881141
"133",4,133,-1.7661202908738
"134",4,134,-3.80379328052453
"135",4,135,63.8909667773282
"136",4,136,38.6444967070654
"137",4,137,-7.02268565822283
"138",4,138,-6.20450299851382
"139",4,139,56.5066614604748
"140",4,140,31.3368512364098
"141",4,141,1.14032013224494
"142",4,142,13.3621028001176
"143",4,143,75.2186365765283
"144",4,144,41.1404475511298
"145",4,145,-3.04786522273332
"146",4,146,92.3141891875223
"147",4,147,-11.3508083528479
"148",4,148,76.4057678453976
"149",4,149,88.9941171948205
"150",4,150,-3.97583537829496
"151",4,151,-1.13591261937563
"152",4,152,58.4816089147612
"153",4,153,-6.0883772278782
"154",4,154,-1.96805904007397
"155",4,155,62.7689217549674
"156",4,156,58.4269765378322
"157",4,157,10.0063711171055
"158",4,158,32.3134818847996
