"","chromosome","window","bumps"
"1",16,1,20
"2",16,2,13
"3",16,3,20
"4",16,4,11
"5",16,5,16
"6",16,6,17
"7",16,7,17
"8",16,8,16
"9",16,9,15
"10",16,10,15
"11",16,11,15
"12",16,12,17
"13",16,13,21
"14",16,14,16
"15",16,15,14
"16",16,16,17
"17",16,17,13
"18",16,18,17
"19",16,19,14
"20",16,20,16
"21",16,21,12
"22",16,22,15
"23",16,23,19
"24",16,24,15
"25",16,25,14
"26",16,26,21
"27",16,27,17
"28",16,28,17
"29",16,29,16
"30",16,30,22
"31",16,31,18
"32",16,32,20
"33",16,33,17
"34",16,34,16
"35",16,35,22
"36",16,36,22
"37",16,37,22
"38",16,38,22
"39",16,39,16
"40",16,40,23
"41",16,41,17
"42",16,42,18
"43",16,43,14
"44",16,44,17
"45",16,45,18
"46",16,46,20
"47",16,47,15
"48",16,48,16
"49",16,49,19
"50",16,50,13
"51",16,51,15
"52",16,52,19
"53",16,53,20
"54",16,54,17
"55",16,55,16
"56",16,56,15
"57",16,57,12
"58",16,58,14
"59",16,59,17
"60",16,60,19
"61",16,61,15
"62",16,62,18
"63",16,63,14
"64",16,64,18
"65",16,65,13
"66",16,66,16
"67",16,67,16
"68",16,68,15
"69",16,69,15
"70",16,70,24
"71",16,71,17
"72",16,72,18
"73",16,73,21
"74",16,74,17
"75",16,75,19
"76",16,76,15
"77",16,77,12
"78",16,78,14
"79",16,79,21
"80",16,80,16
"81",16,81,11
"82",16,82,20
"83",16,83,20
"84",16,84,17
"85",16,85,15
"86",16,86,13
"87",16,87,22
"88",16,88,9
"89",16,89,13
"90",16,90,12
"91",16,91,11
"92",16,92,17
"93",16,93,8
"94",16,94,19
"95",16,95,18
"96",16,96,20
"97",16,97,12
"98",16,98,22
"99",16,99,21
"100",16,100,13
"101",16,101,15
"102",16,102,15
"103",16,103,18
"104",16,104,14
"105",16,105,17
"106",16,106,24
"107",16,107,22
"108",16,108,15
"109",16,109,19
"110",16,110,19
"111",16,111,14
"112",16,112,18
"113",16,113,14
"114",16,114,23
"115",16,115,16
"116",16,116,16
"117",16,117,17
"118",16,118,23
"119",16,119,13
"120",16,120,12
"121",16,121,19
"122",16,122,15
"123",16,123,19
"124",16,124,22
"125",16,125,13
"126",16,126,20
"127",16,127,14
"128",16,128,18
"129",16,129,17
"130",16,130,15
"131",16,131,14
"132",16,132,9
"133",16,133,20
"134",16,134,17
"135",16,135,17
"136",16,136,14
"137",16,137,23
"138",16,138,18
"139",16,139,13
"140",16,140,23
"141",16,141,15
"142",16,142,19
"143",16,143,18
"144",16,144,15
"145",16,145,19
"146",16,146,18
"147",16,147,18
"148",16,148,13
"149",16,149,18
"150",16,150,17
"151",16,151,11
"152",16,152,22
"153",16,153,19
"154",16,154,19
"155",16,155,17
"156",16,156,17
"157",16,157,14
"158",16,158,14
"159",16,159,15
"160",16,160,14
"161",16,161,15
"162",16,162,23
"163",16,163,17
"164",16,164,12
"165",16,165,19
"166",16,166,14
"167",16,167,11
"168",16,168,17
"169",16,169,17
"170",16,170,16
"171",16,171,6
