"","chromosome","window","bumps"
"1",19,1,17
"2",19,2,16
"3",19,3,16
"4",19,4,16
"5",19,5,15
"6",19,6,12
"7",19,7,18
"8",19,8,20
"9",19,9,20
"10",19,10,17
"11",19,11,19
"12",19,12,12
"13",19,13,16
"14",19,14,13
"15",19,15,21
"16",19,16,13
"17",19,17,17
"18",19,18,16
"19",19,19,18
"20",19,20,14
"21",19,21,19
"22",19,22,17
"23",19,23,19
"24",19,24,17
"25",19,25,13
"26",19,26,12
"27",19,27,18
"28",19,28,16
"29",19,29,13
"30",19,30,23
"31",19,31,13
"32",19,32,17
"33",19,33,14
"34",19,34,21
"35",19,35,10
"36",19,36,20
"37",19,37,24
"38",19,38,15
"39",19,39,17
"40",19,40,18
"41",19,41,17
"42",19,42,23
"43",19,43,15
"44",19,44,19
"45",19,45,15
"46",19,46,20
"47",19,47,17
"48",19,48,20
"49",19,49,21
"50",19,50,19
"51",19,51,15
"52",19,52,14
"53",19,53,14
"54",19,54,22
"55",19,55,11
"56",19,56,19
"57",19,57,13
"58",19,58,18
"59",19,59,18
"60",19,60,20
"61",19,61,18
"62",19,62,14
"63",19,63,15
"64",19,64,19
"65",19,65,10
"66",19,66,21
"67",19,67,16
"68",19,68,21
"69",19,69,19
"70",19,70,17
"71",19,71,23
"72",19,72,16
"73",19,73,19
"74",19,74,20
"75",19,75,19
"76",19,76,18
"77",19,77,14
"78",19,78,20
"79",19,79,17
"80",19,80,20
"81",19,81,21
"82",19,82,19
"83",19,83,17
"84",19,84,15
"85",19,85,19
"86",19,86,19
"87",19,87,17
"88",19,88,15
"89",19,89,18
"90",19,90,24
"91",19,91,18
"92",19,92,18
"93",19,93,24
"94",19,94,21
"95",19,95,15
"96",19,96,22
"97",19,97,17
"98",19,98,20
"99",19,99,17
"100",19,100,22
"101",19,101,17
"102",19,102,17
"103",19,103,19
"104",19,104,13
"105",19,105,15
"106",19,106,19
"107",19,107,16
"108",19,108,15
"109",19,109,16
"110",19,110,15
"111",19,111,20
"112",19,112,16
"113",19,113,15
"114",19,114,23
"115",19,115,15
"116",19,116,21
"117",19,117,17
"118",19,118,12
"119",19,119,15
"120",19,120,12
"121",19,121,13
"122",19,122,16
"123",19,123,24
"124",19,124,17
"125",19,125,14
"126",19,126,16
"127",19,127,22
"128",19,128,13
"129",19,129,13
"130",19,130,13
"131",19,131,14
"132",19,132,10
"133",19,133,19
"134",19,134,16
"135",19,135,16
"136",19,136,17
"137",19,137,18
"138",19,138,19
"139",19,139,16
"140",19,140,14
"141",19,141,18
"142",19,142,25
"143",19,143,11
"144",19,144,19
"145",19,145,18
"146",19,146,15
"147",19,147,21
"148",19,148,18
"149",19,149,21
"150",19,150,18
"151",19,151,19
"152",19,152,14
"153",19,153,17
"154",19,154,18
"155",19,155,17
"156",19,156,15
"157",19,157,24
"158",19,158,15
"159",19,159,17
"160",19,160,19
"161",19,161,16
"162",19,162,22
"163",19,163,23
"164",19,164,16
"165",19,165,15
"166",19,166,13
"167",19,167,20
"168",19,168,15
"169",19,169,15
"170",19,170,18
"171",19,171,22
"172",19,172,15
"173",19,173,18
"174",19,174,16
"175",19,175,23
"176",19,176,14
"177",19,177,16
"178",19,178,18
"179",19,179,19
"180",19,180,14
"181",19,181,20
"182",19,182,16
"183",19,183,16
"184",19,184,17
"185",19,185,15
"186",19,186,18
"187",19,187,18
"188",19,188,19
"189",19,189,22
"190",19,190,21
"191",19,191,21
"192",19,192,18
"193",19,193,14
"194",19,194,15
"195",19,195,17
"196",19,196,17
"197",19,197,15
"198",19,198,16
