"","chromosome","window","bumps"
"1","23","1","16"
"2","23","2","18"
"3","23","3","20"
"4","23","4","19"
"5","23","5","11"
"6","23","6","13"
"7","23","7","14"
"8","23","8","19"
"9","23","9","17"
"10","23","10","22"
"11","23","11","13"
"12","23","12","17"
"13","23","13","18"
"14","23","14","17"
"15","23","15","13"
"16","23","16","13"
"17","23","17","19"
"18","23","18","18"
"19","23","19","15"
"20","23","20","15"
"21","23","21","18"
"22","23","22","15"
"23","23","23","19"
"24","23","24","16"
"25","23","25","19"
"26","23","26","23"
"27","23","27","18"
"28","23","28","22"
"29","23","29","19"
"30","23","30","13"
"31","23","31","20"
"32","23","32","10"
"33","23","33","15"
"34","23","34","18"
"35","23","35","14"
"36","23","36","13"
"37","23","37","14"
"38","23","38","15"
"39","23","39","20"
"40","23","40","17"
"41","23","41","16"
"42","23","42","18"
"43","23","43","13"
"44","23","44","16"
"45","23","45","17"
"46","23","46","15"
"47","23","47","17"
"48","23","48","24"
"49","23","49","21"
"50","23","50","14"
"51","23","51","15"
"52","23","52","20"
"53","23","53","19"
"54","23","54","21"
"55","23","55","17"
"56","23","56","18"
"57","23","57","16"
"58","23","58","13"
"59","23","59","16"
"60","23","60","10"
"61","23","61","17"
"62","23","62","21"
"63","23","63","21"
"64","23","64","14"
"65","23","65","16"
"66","23","66","17"
"67","23","67","17"
"68","23","68","17"
"69","23","69","15"
"70","23","70","10"
"71","23","71","17"
"72","23","72","22"
"73","23","73","19"
"74","23","74","14"
"75","23","75","22"
"76","23","76","16"
"77","23","77","19"
"78","23","78","12"
"79","23","79","13"
"80","23","80","16"
"81","23","81","31"
"82","23","82","16"
"83","23","83","22"
"84","23","84","20"
"85","23","85","18"
"86","23","86","18"
"87","23","87","18"
"88","23","88","2"
