"","win1","win2","win3","win4","win5","win6","win7","win8","win9","win10"
"1",2.73452167399228,-22.7511236248538,-18.4438224136829,-13.8442227207124,-14.9193526185118,-15.1147852591239,-56.8611412066966,0.00843835156410933,-110.046353153652,-27.5822560116649
"2",-0.340170190203935,-45.2916326727718,-19.5740192150697,-19.8696809671819,-16.5721316151321,-21.1383349648677,-65.7962252444122,-3.56548425043002,-100.134914168622,-15.9458985552192
"3",2.93667855765671,-50.3446689876728,-23.4820867236704,-20.0974654816091,-10.8600405368488,-17.4924912452698,-30.3301244219765,-1.76954331668094,-100.859055909095,-25.8184449784458
"4",1.92460681730881,-20.28455683426,-16.0746682062745,-16.0187446624041,-17.0860072867945,-11.5197641267441,-66.7993051565718,-0.00141299283131957,-111.734995318344,-16.2594418115914
"5",1.26499620918185,-60.3002823204733,-19.3621996836737,-10.4606515094638,-15.4301989004016,-12.8003272269852,-38.8938849519473,-3.67437027301639,-115.755939855473,-21.065315913409
"6",-2.32964286161587,-25.9323522429913,-13.2608623057604,-14.5457050427794,-16.2317144381814,-13.9382705600001,-59.9521934851073,0.466664781328291,-95.7845322510693,-22.3395026251674
"7",2.04961988283321,-24.198303158395,-20.6816911231726,-24.5036800764501,-12.5109341191128,-15.5073796124198,-66.9704664612655,-0.789879693649709,-125.520445329137,-17.4977592080832
"8",0.205183777492493,-26.4895974206738,-20.0099561875686,-23.2533307597041,-9.13251315639354,-13.5592944053933,-37.9844049755484,-1.01836108416319,-128.862371080555,-14.0632102973759
"9",2.2377036223188,-40.5790559004527,-10.5957845784724,-12.96096098423,-11.5124297728762,-19.4708504131995,-40.2258254012559,-3.18445566575974,-107.038958505495,-18.8948559015989
"10",2.55915351351723,-59.0109198354185,-13.4587615542114,-21.9500654414296,-14.8213815800846,-21.2355008712038,-47.06957692164,-0.740677678957582,-101.971127385739,-12.5905475281179
"11",-1.0699246278964,-34.1456052036956,-17.3961449740455,-12.1932316049933,-14.0956505264621,-21.7351764691994,-58.8103401353583,-1.03004621295258,-100.011890318012,-12.4400650560856
"12",1.47121615614742,-24.3432897101156,-16.209440450184,-10.8660660199821,-10.3781043908093,-22.6083684246987,-43.5487203509547,1.08525327267125,-94.4133007558994,-26.9136177115142
"13",-1.31804385362193,-33.984469140647,-21.1933565046638,-24.2038315273821,-11.5114116235636,-14.7303689271212,-65.357309027575,0.375356445088983,-112.596033593873,-16.8877836316824
"14",-2.53161692339927,-39.4902184992097,-27.2666616085917,-16.4410202130675,-12.9780405259226,-23.2768930271268,-58.0011002970859,-3.32876958884299,-97.3198793211486,-19.1083430945873
"15",-0.932681456208229,-59.4184440502431,-23.3507482567802,-13.4234193004668,-9.79951133090071,-17.6497714971192,-56.3233993824106,1.29557289788499,-97.9343109147158,-18.9806643761694
"16",2.07001776248217,-27.9064293955453,-20.6149556767195,-16.5634071230888,-13.9646290512756,-15.1272040968761,-33.1408102400601,0.795186860021204,-122.607577728573,-17.9504389129579
"17",0.555468365550041,-26.3388236656319,-16.7519227880985,-17.3168252147734,-17.2863290156238,-15.1361051592976,-41.3491488203872,-1.73144437046722,-119.757903541904,-21.7175764515996
"18",1.1021721130237,-37.8087756647728,-19.2095252452418,-13.4330113679171,-9.74150164518505,-16.7188681196421,-41.0449901795946,-2.49950906634331,-119.087514514802,-18.1309566907585
"19",-0.355264356359839,-21.2033336772583,-25.3286723420024,-23.7828989252448,-7.67918166751042,-10.7389789246954,-57.9023248360027,-0.535285950638354,-132.264053773833,-19.3616940826178
"20",1.10665245959535,-62.4057588523719,-13.8455735845491,-16.9778952859342,-11.7474170580972,-16.2952698799782,-37.2182929757982,-2.34343414008617,-123.710402327124,-25.0996519364417
"21",1.83916815044358,-56.8478487951215,-16.1937188543379,-21.182331867516,-14.4263548830058,-20.9580609737895,-45.3371426833328,1.16606846917421,-116.98857823899,-16.0524823218584
"22",1.24421838065609,-49.2180365812965,-24.2597626475617,-18.0002604946494,-17.6775008940604,-18.3772990256548,-34.5641319865827,-1.6240208321251,-106.268113842001,-26.5988514237106
"23",-0.0611559748649597,-51.3447938500904,-21.7489603720605,-24.4173117652535,-12.175295150606,-13.6954034091905,-50.0081082410179,1.37292027333751,-132.702687282115,-26.6325855404139
"24",-2.82951464876533,-24.7454576059245,-24.2446900205687,-15.1948021352291,-15.2214619000442,-16.4560676887631,-40.1828519818373,-3.64120316039771,-131.25225720834,-21.9098410010338
"25",-1.82686661370099,-25.9852990517393,-12.4948074528947,-20.4576054476202,-16.7918236462865,-14.7037959522568,-44.533485407941,-3.93768295133486,-119.587557846215,-15.7505847550929
"26",2.60690459283069,-61.327417335473,-24.3062152154744,-21.1187244430184,-10.4682753095403,-17.827377400361,-49.9311660302337,1.18354941997677,-111.056924059521,-27.4578686840832
"27",2.43221951415762,-25.7291697789915,-27.3149695713073,-12.3895759806037,-16.217107151635,-10.2737640072592,-63.4610199590679,-0.498822988476604,-132.026418267284,-12.4673724733293
"28",1.95830735564232,-30.2147271286231,-24.1147451708093,-23.2558104731143,-12.1807606248185,-16.8029727609828,-65.4461764851585,-1.14442510623485,-128.550009970786,-25.5570276156068
"29",2.18082655314356,-31.4895228848327,-25.6491515273228,-14.9921817779541,-14.8080278369598,-13.2060745842755,-41.8457940828521,0.339783097617328,-121.286624746164,-27.3112475574017
"30",-0.929444891866297,-34.5580973029137,-26.4595587970689,-10.771325353533,-8.21790728904307,-17.500883072149,-55.9626162857749,-3.96686167502776,-118.508318159729,-20.2262056991458
"31",2.12440226320177,-55.8166697570123,-20.2995365019888,-21.7134809754789,-17.3980374222156,-21.801941217389,-55.1880553858355,-3.66393757378682,-104.367259515217,-19.7813753597438
"32",1.26748383091763,-36.8565065325238,-24.0107609936967,-15.3118113130331,-15.2777959695086,-15.9433289188892,-63.3726689892355,-2.54827362811193,-123.094101954019,-22.1454659514129
"33",-2.94086071522906,-26.6764940838329,-28.3262527221814,-14.8639917001128,-9.02269713045098,-17.5874944138341,-46.3727596094832,1.70895747700706,-106.317449379945,-12.3843043744564
"34",-2.2150587583892,-28.034136263188,-26.8301283847541,-22.4820991158485,-12.3999911774881,-14.1726920315996,-37.7692365350667,-2.97395576396957,-116.542696189368,-12.7190059237182
"35",-0.481326119508594,-26.0220695277676,-13.001179471612,-23.2180353142321,-10.5670747759286,-21.2920288620517,-42.5142243653536,-2.48618743242696,-123.62388191768,-26.2908554002643
